"ID","consumer","stage","trait_name","Th","lnA0","Ea","Eh","r2_befdeact","r2_deact"
21,"diploschistes diacapsis",NA,"net photosynthesis rate",288.216137,0.606464570488861,0.258906768256542,0.151609540544918,0.9301,0.8333
22,"diploschistes diacapsis",NA,"respiration rate",308.1845,-0.2472049878628,0.482893600953832,1.93157440381533,0.9813,NA
23,"deschampsia antarctica","leaf","net photosynthesis rate",285.0721525,2.88355532801679,0.291247666553147,0.477477086978012,1,0.6857
24,"larrea tridentata","leaf","net photosynthesis rate",301.152329,2.80342050800648,0.258366773535906,0.313891399495464,0.9269,0.8486
25,"spinacia oleracea","chloroplast","gross photosynthesis rate",293.074242,3.94973851274881,0.540262244487158,0.615478966690521,0.9829,0.6534
26,"cladophora glomerata","algal inocula","gross photosynthesis rate",303.15,-4.34201051961218,0.311841866649814,0.134508485087223,0.2112,1
28,"cladophora glomerata","algal inocula","respiration rate",303.15,-3.19197463376613,0.281725383701687,0.246460980134813,0.6578,1
29,"cladophora glomerata","algal inocula","gross photosynthesis rate",303.15,-3.64439112469923,0.326865009957747,0.382577789927398,0.7656,1
31,"cladophora glomerata","algal inocula","respiration rate",308.15,-3.33180148733061,0.450945821795353,1.80378328718141,0.958,NA
32,"cladophora glomerata","algal inocula","gross photosynthesis rate",288.15,-1.91730152668593,1.29707021212861,0.670499468409568,0.8131,0.8187
33,"cladophora glomerata","algal inocula","net photosynthesis rate",288.15,-2.30146842757367,0.744143227550774,0.506727036001344,0.9932,1
34,"cladophora glomerata","algal inocula","respiration rate",308.15,-2.83983835042615,0.306952492153313,1.22780996861325,0.7565,NA
35,"cladophora glomerata","algal inocula","gross photosynthesis rate",288.15,-1.80644832614437,0.742871641121125,0.605987661646974,0.6647,0.5892
36,"cladophora glomerata","algal inocula","net photosynthesis rate",288.15,-2.40810350803137,0.543227882246593,0.483084915601875,0.5056,0.6189
37,"cladophora glomerata","algal inocula","respiration rate",303.15,-2.44239034056528,0.135595435158813,0.53357380100336,0.395,1
38,"cladophora glomerata","algal inocula","gross photosynthesis rate",303.15,-2.19927809706362,0.436703774234281,2.33188448207782,0.4915,1
39,"cladophora glomerata","algal inocula","net photosynthesis rate",303.15,-2.55427365236005,0.230181323479963,0.920725293919854,0.3949,NA
40,"cladophora glomerata","algal inocula","respiration rate",308.15,-2.56671261446393,0.213380080018161,0.853520320072644,0.4785,NA
41,"cladophora glomerata","algal inocula","gross photosynthesis rate",293.15,-2.02812370733575,0.904147961114388,0.880422654321412,0.7766,0.6603
42,"cladophora glomerata","algal inocula","net photosynthesis rate",283.15,-1.85802870318541,1.98570330708744,0.388016650053045,1,0.8675
43,"cladophora glomerata","algal inocula","respiration rate",308.15,-2.49265513207065,0.363508835391254,1.45403534156502,0.8773,NA
44,"cladophora glomerata","algal inocula","gross photosynthesis rate",293.15,-1.68818713176439,0.44773354287779,0.678189082585072,0.5494,0.9265
45,"cladophora glomerata","algal inocula","net photosynthesis rate",288.15,-2.23187364338585,0.488640678237623,1.26634009881161,0.9948,0.8922
46,"cladophora glomerata","algal inocula","respiration rate",308.15,-2.1867056578933,0.197925207710463,0.791700830841853,0.3834,NA
47,"cladophora glomerata","algal inocula","gross photosynthesis rate",288.15,-1.30608150126083,0.690368719588873,1.27930652937037,0.9749,0.8862
48,"cladophora glomerata","algal inocula","net photosynthesis rate",288.15,-2.22372070301401,0.249380954269814,1.22641997654899,0.8723,0.8135
49,"cladophora glomerata","algal inocula","respiration rate",288.15,-1.71209460181946,0.481765908868364,0.228107369119025,0.5778,0.3874
50,"picea sitchensis","forest shoots","net photosynthesis rate",287.32803,4.60655752319064,0.5,0.33499660070482,NA,0.8601
51,"picea sitchensis","forest shoots","net photosynthesis rate",287.328463,4.60448114865638,0.5,0.387029537114913,NA,0.9252
52,"picea sitchensis","forest shoots","net photosynthesis rate",289.304345,4.60048030567156,0.5,0.43848288971484,NA,0.9912
53,"picea sitchensis","seedlings","net photosynthesis rate",293.05241,2.22765415575211,0.818193906062026,0.136245937161661,0.7714,1
54,"picea sitchensis","seedlings, 3-4 years old","net photosynthesis rate",292.255556,1.91321376826007,0.98108289211957,0.012038807279172,0.7624,1
55,"picea sitchensis","seedlings","net photosynthesis rate",292.214575,2.30913993223122,0.82085228856658,0.0814474720949124,0.7242,1
56,"picea sitchensis","seedlings","net photosynthesis rate",293.20019,1.8255123995581,0.893259411882288,0.235825891210482,0.835,1
57,"picea sitchensis","seedlings","net photosynthesis rate",293.386843,1.89744730036,0.874004486079696,0.190302761659447,0.9099,1
58,"picea sitchensis","shoot","net photosynthesis rate",293.05387,2.22735390634798,0.946021462169022,0.0825574658728603,0.8805,1
59,"picea sitchensis","shoot","net photosynthesis rate",292.913683,0.539034627378102,0.572235950786327,0.594344751973498,0.9071,0.9954
60,"picea sitchensis","shoot","net photosynthesis rate",293.935679,1.73681527277447,0.924781800469841,0.0143610263925665,0.9118,1
61,"picea sitchensis","shoot","net photosynthesis rate",287.784214,0.483253722250766,0.939855611218357,0.656029978133851,0.9738,0.9043
62,"picea sitchensis","shoot","net photosynthesis rate",287.853349,1.951216750866,0.540018387458049,0.179117760292925,0.9689,0.847
63,"picea sitchensis","shoot","net photosynthesis rate",293.375197,1.44244849372613,1.11163662316412,0.290042477027114,0.7778,1
65,"picea sitchensis","forest shoots","net photosynthesis rate",290.5475,2.17951554055314,0.743974125687269,0.106396389777193,0.8706,0.9827
66,"picea sitchensis","forest shoots","net photosynthesis rate",289.2333,2.16087170734185,0.455019039030237,0.182668041541122,0.8328,0.8832
67,"picea sitchensis","forest shoots","net photosynthesis rate",292.618536,2.08686006153936,0.336954161020525,0.491138311926897,0.8708,1
68,"picea sitchensis","forest shoots","net photosynthesis rate",289.793234,2.10588787078884,0.910679220703447,0.765416730025859,0.76,0.9524
69,"picea sitchensis","forest shoots","net photosynthesis rate",293.308173,1.39099955744495,1.07664831224226,0.568482634717974,0.6192,1
70,"picea sitchensis","forest shoots","net photosynthesis rate",292.727465,2.03421801166292,0.774015327314147,0.343297072415856,0.8472,1
71,"picea sitchensis","forest shoots","net photosynthesis rate",288.079578,2.03670788855594,0.883529680066733,0.290645359641296,0.7949,0.9664
72,"picea sitchensis","forest shoots","net photosynthesis rate",292.985754,1.90850620395922,0.699705680019311,0.204493520703084,0.6604,1
73,"picea sitchensis","forest shoots","net photosynthesis rate",290.258625,-1.30084466974799,0.2273623421692,1.28263358941445,0.9669,1
74,"picea sitchensis","forest shoots","net photosynthesis rate",293.116827,2.06374422928116,0.570796239391292,0.205717972320492,0.6691,1
75,"picea sitchensis","forest shoots","net photosynthesis rate",288.119206,1.899518281941,0.903251519337916,0.413282872910792,0.6672,0.9693
76,"vitis vinifera","leaf","net photosynthesis rate",298.15,1.34854460293931,0.437319657403904,0.682039582918127,0.8835,0.6965
77,"vitis vinifera","leaf","net photosynthesis rate",303.15,1.96186977505154,0.0837709788661567,0.793198967423046,0.9382,0.8348
78,"quercus pubescens","leaf","net photosynthesis rate",298.15,2.48285429514829,0.5,0.887852509064343,NA,0.7333
79,"quercus pubescens","leaf","net photosynthesis rate",298.15,2.55413268297954,0.5,1.08703905680434,NA,0.7428
80,"triticum sativum","shoots (10-14 days old)","net photosynthesis rate",298.97853,3.02505472729989,0.317364967101234,0.530132356529051,0.85,0.8466
81,"triticum sativum","shoots (10-14 days old)","net photosynthesis rate",307.29106,3.03072426616363,0.338798803711756,0.822948929292549,0.8425,1
82,"solanum tuberosum","3rd leaf from top of plant at 6 leaf stage","net photosynthesis rate",297.48536,3.38877082510736,0.0527916527197983,1.03332166347571,0.9946,0.9532
83,"coffea arabica","15 month-old seedlings","net photosynthesis rate",299.555798,-0.653526090420036,0.478541914799216,1.0481460539644,0.9107,0.9627
84,"coffea arabica","15 month-old seedlings","net photosynthesis rate",298.243105,-0.738100241494537,0.110950270998511,0.746903932747737,0.8062,0.9462
85,"picea engelmannii","seedling","net photosynthesis rate",288.114764,0.881073347272393,0.261849833557862,0.0188023798791124,0.7409,1
86,"populus tremuloides",NA,"net photosynthesis rate",303.15,1.94314054584989,0.162875037287428,0.651500149149714,0.9104,NA
87,"populus tremuloides",NA,"net photosynthesis rate",303.15,2.18000735115378,0.077501537102905,0.31000614841162,0.0846,NA
88,"betula papynfera",NA,"net photosynthesis rate",291.15,2.6864726034778,0.5,0.0823453534405861,NA,0.5309
89,"betula papynfera",NA,"net photosynthesis rate",291.15,2.916305118056,0.5,0.106225480247546,NA,0.8302
90,"larix laricina",NA,"net photosynthesis rate",300.15,1.29597778112171,0.159721085257928,0.807909857131728,0.2059,1
91,"larix laricina",NA,"net photosynthesis rate",300.15,1.58407207418277,0.163861405961716,0.952238832143679,0.1589,1
92,"pinus banksiana",NA,"net photosynthesis rate",291.15,1.63246474814431,0.5,0.126288780828618,NA,0.1758
93,"pinus banksiana",NA,"net photosynthesis rate",300.15,1.16166915445768,0.250606885761379,0.549002425013418,0.6512,1
94,"picea mariana",NA,"net photosynthesis rate",300.15,1.13285696485067,0.124964837305552,0.907761589104756,0.4567,1
95,"picea mariana",NA,"net photosynthesis rate",300.15,1.54560271305808,0.091533513382866,2.28642746156969,0.122,1
96,"populus tremuloides",NA,"net photosynthesis rate",303.15,5.23412962826326,0.166553366287677,0.666213465150706,0.985,NA
97,"populus tremuloides",NA,"net photosynthesis rate",303.15,5.4104401760502,0.0244254974902994,0.0977019899611975,0.045,NA
98,"betula papynfera",NA,"net photosynthesis rate",303.15,5.55713940355467,0.0417514898620442,0.167005959448177,0.0976,NA
99,"betula papynfera",NA,"net photosynthesis rate",297.15,5.56288728979897,0.0514605360184411,0.165014691378289,0.0369,0.4097
100,"larix laricina",NA,"net photosynthesis rate",300.15,4.10001536090642,0.0489666941047631,0.201620511518648,0.1456,1
101,"larix laricina",NA,"net photosynthesis rate",300.15,4.11677454129875,0.160647348984584,0.453845471368867,0.5776,1
102,"pinus banksiana",NA,"net photosynthesis rate",291.15,4.36779813800573,0.5,0.0952889669371348,NA,0.0985
103,"pinus banksiana",NA,"net photosynthesis rate",297.15,3.79752088442349,0.2889485051296,0.235655539697958,0.3356,0.783
104,"picea mariana",NA,"net photosynthesis rate",297.15,3.80735849422043,0.214059095810524,0.256730917556492,0.9433,0.9743
105,"picea mariana",NA,"net photosynthesis rate",300.15,4.26461110586181,0.0751174589687699,2.01378680020456,0.2246,1
106,"glycine max","terminal leaflet of second trifoliate leaf (22 days after planting)","respiration rate",317.434637,-0.436367296342185,0.489014880179627,-0.800169475311905,0.9662,0.2738
107,"glycine max","terminal leaflet of second trifoliate leaf (22 days after planting)","gross photosynthesis rate",308.15,2.71254198547325,0.570688651885997,0.174078134436398,0.9103,0.411
108,"quercus canariensis","mature current year leaves","respiration rate",308.15,-0.73961363988421,0.32094879886557,1.28379519546228,0.6162,NA
109,"quercus canariensis","mature current year leaves","net photosynthesis rate",298.15,2.22631001512395,0.289328316371945,0.267559046567505,0.9399,0.9066
110,"sphagnum squarrosum","upper shoot","net photosynthesis rate",293.053212,1.22725083902096,0.302066288178481,0.18005219477255,0.9427,0.8842
111,"sphagnum squarrosum","upper shoot","respiration rate",303.686358,-0.892226254021932,0.820001122875577,3.28000449150231,0.9968,NA
112,"sphagnum angustifolium","upper shoot","net photosynthesis rate",293.892466,0.836176803522847,0.40998131297705,0.362185224785205,0.9298,0.7689
113,"sphagnum angustifolium","upper shoot","respiration rate",306.02462,-0.309614701240771,0.719081698255175,2.8763267930207,0.9965,NA
114,"sphagnum warnstorfii","upper shoot","net photosynthesis rate",297.197375,0.669336388632228,0.328291147832572,0.352381597217063,0.9016,0.9522
115,"sphagnum warnstorfii","upper shoot","respiration rate",304.344695,-1.11705728469431,0.809084296333206,3.23633718533283,0.9666,NA
116,"agropyron smithii","leaf, 35 days old","net photosynthesis rate",298.15,0.733338714192219,0.180077385982335,0.838170597843785,0.9205,0.5517
117,"agropyron smithii","leaf, 35 days old","net photosynthesis rate",303.15,0.840993061841106,0.204106750179626,0.441164455821165,0.9442,0.6675
118,"agropyron smithii","leaf, 35 days old","net photosynthesis rate",308.074244,0.935788313454771,0.216108787270706,0.251674478165878,0.9244,0.7014
119,"nicotiana tabacum","Youngest fully expanded leaf","net photosynthesis rate",303.15,2.61112466068918,0.0228701236195391,0.535524211095962,1,0.9882
120,"nicotiana tabacum","Youngest fully expanded leaf","net photosynthesis rate",308.15,2.51926756066706,0.0791566252017257,0.279693873611209,0.9522,0.9971
121,"nicotiana tabacum","Youngest fully expanded leaf","net photosynthesis rate",303.15,2.56266756429927,0.0566031518445266,0.296125844501639,1,0.9198
122,"nicotiana tabacum","Youngest fully expanded leaf","net photosynthesis rate",308.15,2.56418899860665,0.0580998382511999,0.37110932670092,0.8763,0.9979
123,"nicotiana tabacum","Youngest fully expanded leaf","net photosynthesis rate",308.15,2.58344422700129,0.077310395803357,0.415938893362932,0.8809,0.9976
124,"nicotiana tabacum","Youngest fully expanded leaf","net photosynthesis rate",303.15,2.56407820936977,0.0543564421836378,0.399547609009387,1,0.998
125,"nicotiana tabacum","Youngest fully expanded leaf","net photosynthesis rate",298.15,2.67242302345906,0.5,0.475743769522792,NA,0.9442
126,"nicotiana tabacum","Youngest fully expanded leaf","net photosynthesis rate",313.15,0.99992892190508,0.433728181863876,0.0390952493646844,0.9887,1
127,"nicotiana tabacum","Youngest fully expanded leaf","net photosynthesis rate",303.15,2.58266574021938,0.0542539983340911,0.37193564931171,1,0.9852
128,"nicotiana tabacum","Youngest fully expanded leaf","net photosynthesis rate",303.15,2.47032022325658,0.0987706753277964,0.293567982971516,1,0.9203
129,"nicotiana tabacum","Youngest fully expanded leaf","net photosynthesis rate",303.15,2.53194257733217,0.077193445484379,0.251140949291403,1,0.9047
130,"nicotiana tabacum","Youngest fully expanded leaf","net photosynthesis rate",308.15,2.56202120351362,0.0581964285264979,0.221312897872666,0.8227,0.9306
132,"pinus sylvestris","seedlings","net photosynthesis rate",293.15,0.0123226787194051,1.36343787907767,5.45375151631067,0.5731,NA
133,"pinus sylvestris","seedlings","net photosynthesis rate",289.15,0.944217490138192,1.87312304717385,0.248853243420216,0.7679,1
137,"picea abies","seedlings","net photosynthesis rate",293.15,-0.879704581872261,1.41545166802606,5.66180667210423,0.6818,NA
138,"gossypium hirsutum","leaf","net photosynthesis rate",309.429484,2.34603174318684,0.352090464728724,0.424142279735042,0.9518,0.7844
139,"geraea canescens",NA,"net photosynthesis rate",305.229346,3.25869596710366,0.259508681193969,0.554850786287861,0.8821,0.8075
140,"geraea canescens",NA,"net photosynthesis rate",307.771048,3.57156525147646,0.174225433008346,0.67695994960739,0.9805,0.6259
141,"flaveria bidentis","leaf","net photosynthesis rate",308.72356,2.12039990463635,0.608345313308168,0.236752146156939,0.9588,1
142,"arabidopsis",NA,"net photosynthesis rate",299.15,2.69487357224086,0.0337605467591365,0.532006759219724,1,0.7283
143,"porphyra perforata","blade discs","net photosynthesis rate",298.17016,0.403389792575313,0.604169442202567,1.41677331327667,0.9104,0.6437
144,"Koliella antarctica",NA,"gross photosynthesis rate",298.15,3.85936838271937,0.375451199780466,0.493778229556176,0.9978,0.7486
145,"Koliella antarctica",NA,"respiration rate",303.15,2.10014953964919,0.303351529540757,0.174322761539919,0.9604,1
146,"Chlorella saccharophila",NA,"gross photosynthesis rate",303.15,3.54442466834168,0.369314602064402,0.185248080852404,0.8913,1
147,"Chlorella saccharophila",NA,"respiration rate",303.15,2.22138032775991,0.426489401199329,0.813234463773425,0.9185,1
148,"Chlorella sorokiniana",NA,"gross photosynthesis rate",308.15,2.7609287766152,0.765232131624269,0.805919224460778,0.8334,1
149,"Chlorella sorokiniana",NA,"respiration rate",308.15,-0.748044552613448,0.77604511995517,0.61742021736819,0.9633,1
150,"Agave deserti","root (2 years old)","respiration rate",327.2096,-0.522289912907818,0.41016645527917,4.53208416850623,0.9394,1
151,"Agave deserti","root (2 years old)","respiration rate",327.876955,-0.752391775403169,0.444443067224622,7.13892530043265,0.9588,1
152,"Agave deserti","root (5 weeks old)","respiration rate",315.992678,0.872312223136263,0.420215381774067,0.454555497877823,0.9746,0.9292
153,"Agave deserti","root (5 weeks old)","respiration rate",317.12157,0.920185861947938,0.394509620504893,0.584275969207881,0.993,0.9979
154,"Agave deserti","root (6 weeks old)","respiration rate",318.134093,0.785669842061724,0.449801444565878,0.566305142562836,0.939,0.5256
155,"Agave deserti","root (6 weeks old)","respiration rate",317.25944,0.824459359767634,0.451400987904497,0.145570136641222,0.9615,1
156,"Agave deserti","root (1 week old)","respiration rate",315.61694,1.56660664411088,0.488172053203598,0.551502162501869,0.9717,0.969
157,"Agave deserti","root (1 week old)","respiration rate",311.97662,1.51239193770734,0.523657091670815,0.407767899558336,0.9595,0.8899
158,"Carex aquatilis","leaf","net photosynthesis rate",293.058936,2.53391797640358,0.299978261679747,0.206681438070479,0.8772,0.8585
159,"Carex aquatilis","leaf","net photosynthesis rate",298.871369,2.10576248434196,0.468073314001288,0.264254581112615,0.9258,0.8729
160,"Carex aquatilis","leaf","net photosynthesis rate",293.318676,2.23139004280851,0.49623217512847,0.133927521713055,0.8243,0.9757
161,"Carex aquatilis","leaf","net photosynthesis rate",304.204293,2.11853057145298,0.270439433237311,0.207558578263326,0.7191,0.9237
162,"Carex aquatilis","leaf","net photosynthesis rate",293.017281,2.15805567381063,0.396253155491572,0.221459508765294,0.9518,0.721
163,"Carex aquatilis","leaf","net photosynthesis rate",309.020487,1.98286110791305,0.133380882463472,0.356370959583795,0.6491,1
164,"Carex aquatilis","leaf","net photosynthesis rate",293.42933,2.19721201918569,0.505355504512497,0.291326763340273,0.9617,0.8498
165,"Carex aquatilis","leaf","net photosynthesis rate",298.373463,1.71095307471609,0.421004677129054,0.266618678936853,0.9214,0.864
166,"Carex aquatilis","leaf","net photosynthesis rate",293.07936,2.8099518060451,0.372146830248027,0.062095989951487,0.9841,0.7697
167,"Carex aquatilis","leaf","net photosynthesis rate",299.238535,2.45976379597687,0.417068503981904,0.32206768518692,0.9758,0.6575
168,"Carex aquatilis","leaf","net photosynthesis rate",293.26095,2.57844775492094,0.421225548739118,0.157874769019067,0.9553,0.5863
169,"Carex aquatilis","leaf","net photosynthesis rate",299.016251,2.36944515169467,0.373380016156835,0.13111024193818,0.898,0.8951
170,"Carex aquatilis","leaf","net photosynthesis rate",297.699227,2.58054560313301,0.261988899890378,0.145452972720234,0.9746,0.8765
171,"Carex aquatilis","leaf","net photosynthesis rate",298.37616,2.38431105880902,0.191699402644334,0.21918493851925,0.9675,0.7831
172,"Carex aquatilis","leaf","net photosynthesis rate",298.483704,2.52000556826918,0.391158707780112,0.155893488218904,0.9402,0.7911
173,"Carex aquatilis","leaf","net photosynthesis rate",303.566443,1.99963910801351,0.377911967092071,0.599268894601223,0.9123,0.8941
174,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","net photosynthesis rate",298.082396,2.23544377477126,0.376909382187644,0.45436332745006,0.9201,0.9914
175,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","net photosynthesis rate",298.00012,1.92575901138888,0.315676243352739,0.304373345148996,0.8444,0.9371
176,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","net photosynthesis rate",298.046116,1.42487973951441,0.293627351180035,0.593931741417986,0.888,0.9811
177,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","net photosynthesis rate",298.005474,1.85551639072586,0.307956926176919,0.436837187854237,0.8301,0.9696
178,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","net photosynthesis rate",293.065215,2.01155288511752,0.340998167074337,0.328002373477518,0.9341,0.861
179,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","net photosynthesis rate",298.268753,2.19750552399484,0.291496630612434,0.384895354470607,0.9466,0.9619
180,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","net photosynthesis rate",298.287388,1.91283312089268,0.236879236339423,0.574464919894508,0.8744,0.9922
181,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","net photosynthesis rate",298.204718,1.78877050876413,0.272784405473196,0.41256478558888,0.8995,0.9751
182,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","net photosynthesis rate",298.476523,1.84076212229088,0.442038558742749,0.630432591167004,0.8898,0.9968
183,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","net photosynthesis rate",298.201546,1.79721162043895,0.250339977592271,0.554857240641523,0.8316,0.9903
184,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","respiration rate",308.001555,-0.706831797196884,0.704192726758172,2.81677090703269,0.9734,NA
185,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","respiration rate",307.794947,-0.905924630825278,0.579152125211963,2.31660850084785,0.9926,NA
186,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","respiration rate",307.91434,-0.978206938301317,0.592285405876106,2.36914162350442,0.998,NA
187,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","respiration rate",307.980627,-0.870801137869799,0.54485674964749,2.17942699858996,0.9883,NA
188,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","respiration rate",307.967566,-0.778481143378557,0.587770840269888,2.35108336107955,0.9946,NA
189,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","respiration rate",308.541113,-0.319735122775325,0.561414286584241,2.24565714633697,0.9939,NA
190,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","respiration rate",308.56882,-0.814195718845762,0.61148343799115,2.4459337519646,0.9946,NA
191,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","respiration rate",308.372088,-0.789900689354886,0.573154327905385,2.29261731162154,0.9965,NA
192,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","respiration rate",308.57531,-0.682494380066306,0.60266551381412,2.41066205525648,0.9959,NA
193,"Acer saccharum","3 year old seedlings which had ceased stem elongation and formed resting buds","respiration rate",308.245318,-1.05090012778134,0.67139044785236,2.68556179140944,0.9784,NA
194,"Eucalyptus pauciflora","leaf","respiration rate",303.239396,-0.6365726995878,0.577210329451915,2.30884131780766,0.9894,NA
195,"Eucalyptus pauciflora","leaf","respiration rate",303.19304,-2.22206367250165,1.10307798929495,4.41231195717982,0.9605,NA
196,"Eucalyptus pauciflora","leaf","respiration rate",303.185091,-2.58247534535994,0.985390897635167,3.94156359054067,0.6625,NA
197,"Eucalyptus pauciflora","leaf","respiration rate",298.190983,-1.68571506194794,0.622823821892159,0.57327740728253,0.9708,1
198,"Eucalyptus pauciflora","leaf","respiration rate",298.109017,-1.19205465234267,0.325904037752338,0.914590886078487,0.9947,1
199,"Eucalyptus pauciflora","leaf","respiration rate",293.109017,-1.04224045210789,0.382179943620242,0.878074091329528,0.8224,1
200,"Eucalyptus pauciflora","leaf","respiration rate",293.068034,-0.939626960360688,0.678444376494041,0.512749290001088,0.8817,0.833
201,"Larrea divaricata","1-2 years old","net photosynthesis rate",293.813136,0.818262149587558,0.105199117778057,0.196897735982828,1,0.925
202,"Larrea divaricata","1-2 years old","net photosynthesis rate",300.200161,0.5559195149705,0.206112988707492,0.105216105175093,0.9068,0.9494
203,"Larrea divaricata","1-2 years old","net photosynthesis rate",303.16216,0.269582471488211,0.230552052097861,0.120641673062994,0.957,0.8942
204,"Larrea divaricata","leaf","net photosynthesis rate",308.14949,0.590760694835996,0.0848215535263969,1.85532371477256,0.6604,0.7325
205,"Larrea divaricata","leaf","net photosynthesis rate",305.670397,-0.0802757261715484,0.373135268923304,0.791315679891029,0.9163,0.7179
206,"Larrea divaricata","leaf","net photosynthesis rate",312.55484,-0.195338032376309,0.300017804903948,0.729240914576225,0.8369,0.7875
207,"Larrea divaricata","leaf","respiration rate",325.847964,-2.18427601353848,0.442379468188051,1.7695178727522,0.9846,NA
208,"Larrea divaricata","leaf","respiration rate",320.248476,-2.03606561915011,0.362699924576007,1.45079969830403,0.9727,NA
209,"Larrea divaricata","leaf","respiration rate",322.259398,-2.14113488503582,0.45522901723163,1.82091606892652,0.9865,NA
210,"Chondrus crispus","thallus disk","net photosynthesis rate",292.755736,4.03753323434524,0.593000785167873,0.339970946277229,0.9607,0.9998
211,"Gigartina stellata","thallus disk","net photosynthesis rate",293.108885,3.28808346396842,0.365541238457343,0.250232472405502,0.971,0.8588
212,"Chondrus crispus","thallus disk","respiration rate",304.979033,1.8520106883017,0.577893717915267,2.31157487166107,0.7106,NA
213,"Gigartina stellata","thallus disk","respiration rate",305.032786,1.27320612531384,0.512776555585764,2.05110622234306,0.7532,NA
214,"Triticum aestivum","mature wheat leaves, 30 days old","respiration rate",313.496184,-1.49572972843837,0.531077267694356,2.12430907077743,0.9814,NA
215,"Triticum aestivum","mature wheat leaves, 30 days old","respiration rate",316.222002,-0.795007951750341,0.51191185563253,2.04764742253012,0.9697,NA
216,"Potamogeton pectinatus","shoots","net photosynthesis rate",298.065874,-0.0480587810707274,0.207998803647528,1.78608216128845,0.9193,0.8345
