"ID","trait_name","trait_value","trait_unit","consumer","habitat","location","stage","temp"
10,"net photosynthesis rate",41.971718,"micromol m^-2 s^-1","gossypium barbadense","terrestrial","arizona, usa","leaf",39.310383
11,"net photosynthesis rate",0.18,"micromol o2 dm^-2 min^-1","zostera marina","marine","great harbor, woods hole, massachusetts, usa","leaf",0
11,"net photosynthesis rate",0.17,"micromol o2 dm^-2 min^-1","zostera marina","marine","great harbor, woods hole, massachusetts, usa","leaf",5
11,"net photosynthesis rate",0.27,"micromol o2 dm^-2 min^-1","zostera marina","marine","great harbor, woods hole, massachusetts, usa","leaf",10
11,"net photosynthesis rate",0.7,"micromol o2 dm^-2 min^-1","zostera marina","marine","great harbor, woods hole, massachusetts, usa","leaf",15
11,"net photosynthesis rate",0.68,"micromol o2 dm^-2 min^-1","zostera marina","marine","great harbor, woods hole, massachusetts, usa","leaf",20
11,"net photosynthesis rate",0.95,"micromol o2 dm^-2 min^-1","zostera marina","marine","great harbor, woods hole, massachusetts, usa","leaf",25
11,"net photosynthesis rate",0.84,"micromol o2 dm^-2 min^-1","zostera marina","marine","great harbor, woods hole, massachusetts, usa","leaf",30
11,"net photosynthesis rate",0.68,"micromol o2 dm^-2 min^-1","zostera marina","marine","great harbor, woods hole, massachusetts, usa","leaf",35
12,"respiration rate",0.028,"micromol o2 dm^-2 min^-1","zostera marina","marine","great harbor, woods hole, massachusetts, usa","leaf",0
12,"respiration rate",0.014,"micromol o2 dm^-2 min^-1","zostera marina","marine","great harbor, woods hole, massachusetts, usa","leaf",5
12,"respiration rate",0.028,"micromol o2 dm^-2 min^-1","zostera marina","marine","great harbor, woods hole, massachusetts, usa","leaf",10
12,"respiration rate",0.073,"micromol o2 dm^-2 min^-1","zostera marina","marine","great harbor, woods hole, massachusetts, usa","leaf",15
12,"respiration rate",0.23,"micromol o2 dm^-2 min^-1","zostera marina","marine","great harbor, woods hole, massachusetts, usa","leaf",20
12,"respiration rate",0.16,"micromol o2 dm^-2 min^-1","zostera marina","marine","great harbor, woods hole, massachusetts, usa","leaf",25
12,"respiration rate",0.22,"micromol o2 dm^-2 min^-1","zostera marina","marine","great harbor, woods hole, massachusetts, usa","leaf",30
12,"respiration rate",0.31,"micromol o2 dm^-2 min^-1","zostera marina","marine","great harbor, woods hole, massachusetts, usa","leaf",35
13,"net photosynthesis rate",39.676495,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",10.187331
13,"net photosynthesis rate",44.553535,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",13.694826
13,"net photosynthesis rate",56.233273,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",18.225931
13,"net photosynthesis rate",67.91048,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",22.36574
13,"net photosynthesis rate",78.41929,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",25.98722
13,"net photosynthesis rate",92.61479,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",29.20663
13,"net photosynthesis rate",97.48508,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",31.670668
13,"net photosynthesis rate",91.85669,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",32.07841
13,"net photosynthesis rate",99.07052,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",36.62256
13,"net photosynthesis rate",105.69255,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",39.733654
13,"net photosynthesis rate",103.38109,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",42.60997
13,"net photosynthesis rate",97.18116,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",44.715034
13,"net photosynthesis rate",90.21468,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",48.387554
13,"net photosynthesis rate",41.938152,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",59.61551
14,"respiration rate",1.8847344,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",7.5109587
14,"respiration rate",1.6094184,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",16.927473
14,"respiration rate",5.3243484,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",21.867306
14,"respiration rate",6.6044364,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",26.085
14,"respiration rate",7.2090826,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",29.40454
14,"respiration rate",9.947558,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",31.74161
14,"respiration rate",8.790183,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",35.326843
14,"respiration rate",16.04489,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",39.197205
14,"respiration rate",21.168388,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",43.960358
14,"respiration rate",22.066181,"mg co2 dm^-2 h^-1","cenchrus ciliaris","terrestrial","queensland, australia","youngest fully expanded leaf",49.25355
15,"net photosynthesis rate",31.91308,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",10.731744
15,"net photosynthesis rate",35.231697,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",13.461183
15,"net photosynthesis rate",40.299526,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",16.44638
15,"net photosynthesis rate",46.733303,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",20.47107
15,"net photosynthesis rate",51.224537,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",24.370995
15,"net photosynthesis rate",54.71875,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",24.230354
15,"net photosynthesis rate",52.98726,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",26.713673
15,"net photosynthesis rate",56.49076,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",28.007788
15,"net photosynthesis rate",53.59172,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",30.103212
15,"net photosynthesis rate",54.780376,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",33.751915
15,"net photosynthesis rate",54.991432,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",36.359993
15,"net photosynthesis rate",53.843296,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",38.972042
15,"net photosynthesis rate",50.74502,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",40.28544
15,"net photosynthesis rate",51.532677,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",41.97879
15,"net photosynthesis rate",45.147865,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",45.519176
15,"net photosynthesis rate",31.975552,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",50.383736
16,"respiration rate",4.2750015,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",9.757678
16,"respiration rate",7.2646704,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",15.5033
16,"respiration rate",6.814201,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",18.910511
16,"respiration rate",12.634118,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",23.854366
16,"respiration rate",14.964078,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",28.16375
16,"respiration rate",19.752478,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",32.388145
16,"respiration rate",24.569721,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",35.62605
16,"respiration rate",29.303057,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",41.733746
16,"respiration rate",30.86318,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",48.373497
16,"respiration rate",41.19933,"mg co2 dm^-2 h^-1","calopogonium mucunoides","terrestrial","queensland, australia","youngest fully expanded leaf",54.850643
17,"net photosynthesis rate",1.1669548,"micromol m^-2 s^-1","collema tenax","terrestrial","moab, utah, usa",NA,2.220967
17,"net photosynthesis rate",2.4729316,"micromol m^-2 s^-1","collema tenax","terrestrial","moab, utah, usa",NA,10.279559
17,"net photosynthesis rate",3.5658453,"micromol m^-2 s^-1","collema tenax","terrestrial","moab, utah, usa",NA,17.256104
17,"net photosynthesis rate",5.084941,"micromol m^-2 s^-1","collema tenax","terrestrial","moab, utah, usa",NA,26.298899
17,"net photosynthesis rate",5.207906,"micromol m^-2 s^-1","collema tenax","terrestrial","moab, utah, usa",NA,35.499855
17,"net photosynthesis rate",4.4512434,"micromol m^-2 s^-1","collema tenax","terrestrial","moab, utah, usa",NA,38.414936
17,"net photosynthesis rate",1.7287579,"micromol m^-2 s^-1","collema tenax","terrestrial","moab, utah, usa",NA,41.277164
18,"respiration rate",0.18412735,"micromol m^-2 s^-1","collema tenax","terrestrial","moab, utah, usa",NA,2.1656485
18,"respiration rate",0.46179295,"micromol m^-2 s^-1","collema tenax","terrestrial","moab, utah, usa",NA,10.128115
18,"respiration rate",0.8462037,"micromol m^-2 s^-1","collema tenax","terrestrial","moab, utah, usa",NA,17.14565
18,"respiration rate",1.4300002,"micromol m^-2 s^-1","collema tenax","terrestrial","moab, utah, usa",NA,26.151936
18,"respiration rate",1.7691164,"micromol m^-2 s^-1","collema tenax","terrestrial","moab, utah, usa",NA,35.056915
18,"respiration rate",2.060566,"micromol m^-2 s^-1","collema tenax","terrestrial","moab, utah, usa",NA,38.09256
18,"respiration rate",2.489598,"micromol m^-2 s^-1","collema tenax","terrestrial","moab, utah, usa",NA,41.021404
19,"net photosynthesis rate",1.8182352,"micromol m^-2 s^-1","psora cerebriformis","terrestrial","moab, utah, usa",NA,2.1465063
19,"net photosynthesis rate",1.831663,"micromol m^-2 s^-1","psora cerebriformis","terrestrial","moab, utah, usa",NA,5.082107
19,"net photosynthesis rate",3.3994026,"micromol m^-2 s^-1","psora cerebriformis","terrestrial","moab, utah, usa",NA,10.191214
19,"net photosynthesis rate",3.754027,"micromol m^-2 s^-1","psora cerebriformis","terrestrial","moab, utah, usa",NA,17.240984
19,"net photosynthesis rate",3.82393,"micromol m^-2 s^-1","psora cerebriformis","terrestrial","moab, utah, usa",NA,22.232136
19,"net photosynthesis rate",3.7936964,"micromol m^-2 s^-1","psora cerebriformis","terrestrial","moab, utah, usa",NA,28.20042
19,"net photosynthesis rate",1.8515954,"micromol m^-2 s^-1","psora cerebriformis","terrestrial","moab, utah, usa",NA,35.21936
20,"respiration rate",0.4287436,"micromol m^-2 s^-1","psora cerebriformis","terrestrial","moab, utah, usa",NA,2.057311
20,"respiration rate",0.6896121,"micromol m^-2 s^-1","psora cerebriformis","terrestrial","moab, utah, usa",NA,5.0933943
20,"respiration rate",0.93579906,"micromol m^-2 s^-1","psora cerebriformis","terrestrial","moab, utah, usa",NA,10.121303
20,"respiration rate",1.533668,"micromol m^-2 s^-1","psora cerebriformis","terrestrial","moab, utah, usa",NA,15.144156
20,"respiration rate",1.473147,"micromol m^-2 s^-1","psora cerebriformis","terrestrial","moab, utah, usa",NA,17.241463
20,"respiration rate",2.2391477,"micromol m^-2 s^-1","psora cerebriformis","terrestrial","moab, utah, usa",NA,22.052258
20,"respiration rate",3.0819855,"micromol m^-2 s^-1","psora cerebriformis","terrestrial","moab, utah, usa",NA,28.119808
20,"respiration rate",4.52141,"micromol m^-2 s^-1","psora cerebriformis","terrestrial","moab, utah, usa",NA,35.01736
21,"net photosynthesis rate",1.318947,"micromol m^-2 s^-1","diploschistes diacapsis","terrestrial","moab, utah, usa",NA,2.1398044
21,"net photosynthesis rate",1.5035872,"micromol m^-2 s^-1","diploschistes diacapsis","terrestrial","moab, utah, usa",NA,4.979856
21,"net photosynthesis rate",2.0014238,"micromol m^-2 s^-1","diploschistes diacapsis","terrestrial","moab, utah, usa",NA,10.074601
21,"net photosynthesis rate",2.0998576,"micromol m^-2 s^-1","diploschistes diacapsis","terrestrial","moab, utah, usa",NA,15.066137
21,"net photosynthesis rate",1.9851484,"micromol m^-2 s^-1","diploschistes diacapsis","terrestrial","moab, utah, usa",NA,17.119392
21,"net photosynthesis rate",1.9836967,"micromol m^-2 s^-1","diploschistes diacapsis","terrestrial","moab, utah, usa",NA,22.207436
21,"net photosynthesis rate",1.568298,"micromol m^-2 s^-1","diploschistes diacapsis","terrestrial","moab, utah, usa",NA,28.17055
22,"respiration rate",0.4134531,"micromol m^-2 s^-1","diploschistes diacapsis","terrestrial","moab, utah, usa",NA,2.0575309
22,"respiration rate",0.4908353,"micromol m^-2 s^-1","diploschistes diacapsis","terrestrial","moab, utah, usa",NA,5.096251
22,"respiration rate",0.87460494,"micromol m^-2 s^-1","diploschistes diacapsis","terrestrial","moab, utah, usa",NA,10.017361
22,"respiration rate",1.3660814,"micromol m^-2 s^-1","diploschistes diacapsis","terrestrial","moab, utah, usa",NA,17.13818
22,"respiration rate",1.9486277,"micromol m^-2 s^-1","diploschistes diacapsis","terrestrial","moab, utah, usa",NA,22.056433
22,"respiration rate",2.6843998,"micromol m^-2 s^-1","diploschistes diacapsis","terrestrial","moab, utah, usa",NA,28.0207
22,"respiration rate",3.3287494,"micromol m^-2 s^-1","diploschistes diacapsis","terrestrial","moab, utah, usa",NA,35.0345
23,"net photosynthesis rate",16.38779013,"micromol m^-2 s^-1","deschampsia antarctica","terrestrial","stepping stone islands, west coast of antarctic peninsula","leaf",7.9524484
23,"net photosynthesis rate",19.3773959,"micromol m^-2 s^-1","deschampsia antarctica","terrestrial","stepping stone islands, west coast of antarctic peninsula","leaf",11.9221525
23,"net photosynthesis rate",18.67855086,"micromol m^-2 s^-1","deschampsia antarctica","terrestrial","stepping stone islands, west coast of antarctic peninsula","leaf",19.95852
23,"net photosynthesis rate",15.24103188,"micromol m^-2 s^-1","deschampsia antarctica","terrestrial","stepping stone islands, west coast of antarctic peninsula","leaf",24.98866
23,"net photosynthesis rate",13.1982565,"micromol m^-2 s^-1","deschampsia antarctica","terrestrial","stepping stone islands, west coast of antarctic peninsula","leaf",30.082159
23,"net photosynthesis rate",10.73283272,"micromol m^-2 s^-1","deschampsia antarctica","terrestrial","stepping stone islands, west coast of antarctic peninsula","leaf",35.05482
23,"net photosynthesis rate",2.2164888,"micromol m^-2 s^-1","deschampsia antarctica","terrestrial","stepping stone islands, west coast of antarctic peninsula","leaf",42.58743
24,"net photosynthesis rate",14.00940033,"micromol m^-2 s^-1","larrea tridentata","terrestrial","phoenix arizona","leaf",7.930128
24,"net photosynthesis rate",19.04672875,"micromol m^-2 s^-1","larrea tridentata","terrestrial","phoenix arizona","leaf",12.021032
24,"net photosynthesis rate",25.7734397,"micromol m^-2 s^-1","larrea tridentata","terrestrial","phoenix arizona","leaf",20.0154
24,"net photosynthesis rate",29.08873536,"micromol m^-2 s^-1","larrea tridentata","terrestrial","phoenix arizona","leaf",28.002329
24,"net photosynthesis rate",26.279017,"micromol m^-2 s^-1","larrea tridentata","terrestrial","phoenix arizona","leaf",35.07606
24,"net photosynthesis rate",22.21422736,"micromol m^-2 s^-1","larrea tridentata","terrestrial","phoenix arizona","leaf",39.928
24,"net photosynthesis rate",14.7383075,"micromol m^-2 s^-1","larrea tridentata","terrestrial","phoenix arizona","leaf",45.01166
25,"gross photosynthesis rate",72.44898,"micromol co2 mg(Chl)^-1 h^-1","spinacia oleracea","terrestrial","dusseldorf, germany","chloroplast",14.469697
25,"gross photosynthesis rate",97.8458,"micromol co2 mg(Chl)^-1 h^-1","spinacia oleracea","terrestrial","dusseldorf, germany","chloroplast",17.916666
