"ID","quadratic","cubic","Briere","Schoolfield","Best_fit","consumer","trait_name","BIC","habitat","location"
34,-30.0202193992231,-38.5211973270132,-25.5253660390519,NA,"cubic","cladophora glomerata","respiration rate",-29.7024532325038,"freshwater","lake huron, harbor beach, michigan, usa"
35,-16.3596648929948,-14.3601682526345,NA,-12.0287597082723,"quadratic","cladophora glomerata","gross photosynthesis rate",-16.0418987262755,"freshwater","lake huron, harbor beach, michigan, usa"
36,-15.5945438791381,-14.0432775941936,NA,-14.0798310027235,"quadratic","cladophora glomerata","net photosynthesis rate",-16.4275060022259,"freshwater","lake huron, harbor beach, michigan, usa"
37,-30.4186857609805,-28.4250280521296,NA,NA,"quadratic","cladophora glomerata","respiration rate",-30.1009195942611,"freshwater","lake huron, harbor beach, michigan, usa"
38,-19.3689449922222,-17.4061949516631,NA,NA,"quadratic","cladophora glomerata","gross photosynthesis rate",-19.0511788255028,"freshwater","lake huron, harbor beach, michigan, usa"
39,-21.0844545775925,-44.8042639653268,NA,NA,"cubic","cladophora glomerata","net photosynthesis rate",-21.9174167006803,"freshwater","lake huron, harbor beach, michigan, usa"
40,-27.425531318902,-26.8952832819387,NA,NA,"quadratic","cladophora glomerata","respiration rate",-27.1077651521826,"freshwater","lake huron, harbor beach, michigan, usa"
41,-22.6625448120583,-20.6827416090086,NA,NA,"quadratic","cladophora glomerata","gross photosynthesis rate",-22.344778645339,"freshwater","lake huron, harbor beach, michigan, usa"
42,-16.6830823877645,-46.1922901702669,NA,NA,"cubic","cladophora glomerata","net photosynthesis rate",-17.5160445108523,"freshwater","lake huron, harbor beach, michigan, usa"
43,-23.3929856863256,-25.3385698100287,-22.1268756527635,NA,"cubic","cladophora glomerata","respiration rate",-23.0752195196062,"freshwater","lake huron, harbor beach, michigan, usa"
44,-12.3072569364506,-10.3601807171217,NA,NA,"quadratic","cladophora glomerata","gross photosynthesis rate",-12.5236163402294,"freshwater","lake huron, harbor beach, michigan, usa"
45,-21.6524230504968,-22.179687457338,NA,-30.8777268724444,"Schoolfield","cladophora glomerata","net photosynthesis rate",-23.2146714007604,"freshwater","lake huron, harbor beach, michigan, usa"
46,-18.1687557991017,-16.2112660229913,NA,-15.5839566698657,"quadratic","cladophora glomerata","respiration rate",-17.8509896323824,"freshwater","lake huron, harbor beach, michigan, usa"
47,-18.4833504481504,-16.4987468305072,-17.6637222854172,-23.558812986221,"Schoolfield","cladophora glomerata","gross photosynthesis rate",-18.6997098519291,"freshwater","lake huron, harbor beach, michigan, usa"
48,-15.8307485778825,-17.8931396487308,-18.0007068665078,NA,"Briere","cladophora glomerata","net photosynthesis rate",-17.3929969281461,"freshwater","lake huron, harbor beach, michigan, usa"
49,-15.9909931922898,-13.9916154043132,NA,-14.4425155604636,"quadratic","cladophora glomerata","respiration rate",-15.6732270255704,"freshwater","lake huron, harbor beach, michigan, usa"
50,30.2866830731036,29.7485603262374,NA,27.8280877606045,"Schoolfield","picea sitchensis","net photosynthesis rate",28.72443472284,"terrestrial","neah bay, washington, usa"
51,38.7434288184042,34.2389065058913,NA,NA,"cubic","picea sitchensis","net photosynthesis rate",37.1811804681406,"terrestrial","neah bay, washington, usa"
52,25.5900792075718,25.9053177477771,NA,NA,"quadratic","picea sitchensis","net photosynthesis rate",24.0278308573082,"terrestrial","neah bay, washington, usa"
53,20.0215632050942,-4.67600076603661,NA,NA,"cubic","picea sitchensis","net photosynthesis rate",19.1886010820065,"terrestrial","baranof island, alaska, usa"
54,17.3338437938358,16.0051918449965,NA,NA,"cubic","picea sitchensis","net photosynthesis rate",16.500881670748,"terrestrial","queen charlotte island provenance, raised in denmark"
55,16.7349655469933,18.7166484680879,NA,NA,"quadratic","picea sitchensis","net photosynthesis rate",15.9020034239055,"terrestrial","masset, queen charlotte island"
56,26.4675814920367,8.70320129266287,NA,NA,"cubic","picea sitchensis","net photosynthesis rate",25.6346193689489,"terrestrial","alberni, vancouver island, canada"
57,28.8947103727436,5.71144118848102,NA,NA,"cubic","picea sitchensis","net photosynthesis rate",28.0617482496558,"terrestrial","neah bay, washington, usa"
58,32.8205748660368,-6.10934793490584,NA,NA,"cubic","picea sitchensis","net photosynthesis rate",32.6042154622581,"terrestrial","queen charlotte islands"
59,10.4903618899241,5.58781007526847,NA,9.5919579560538,"cubic","picea sitchensis","net photosynthesis rate",10.2740024861454,"terrestrial","queen charlotte islands"
60,35.2971001567375,17.5922747085855,NA,NA,"cubic","picea sitchensis","net photosynthesis rate",36.0859984660823,"terrestrial","queen charlotte islands"
61,10.2311094320821,4.46427456550674,NA,-3.55431258743759,"Schoolfield","picea sitchensis","net photosynthesis rate",8.6688610818185,"terrestrial","queen charlotte islands"
62,10.3869639895414,4.62914117507705,NA,-32.4604449768077,"Schoolfield","picea sitchensis","net photosynthesis rate",8.82471563927782,"terrestrial","queen charlotte islands"
63,14.5619250440418,6.26978969478408,NA,NA,"cubic","picea sitchensis","net photosynthesis rate",12.9996766937782,"terrestrial","queen charlotte islands"
65,11.9318065793419,13.8860325525869,NA,NA,"quadratic","picea sitchensis","net photosynthesis rate",12.2495727460613,"terrestrial","neah bay, washington, usa"
66,-0.080380485117832,1.78144295501509,NA,NA,"quadratic","picea sitchensis","net photosynthesis rate",-0.913342608205612,"terrestrial","neah bay, washington, usa"
67,10.7404941892354,-Inf,NA,-236.398948352454,"cubic","picea sitchensis","net photosynthesis rate",8.28567163371501,"terrestrial","neah bay, washington, usa"
68,16.6201547707521,-0.475076488187749,NA,NA,"cubic","picea sitchensis","net photosynthesis rate",15.7871926476643,"terrestrial","neah bay, washington, usa"
69,14.9702394030663,16.6944243217661,NA,NA,"quadratic","picea sitchensis","net photosynthesis rate",14.1372772799785,"terrestrial","neah bay, washington, usa"
70,25.1640862773446,15.4188726100333,NA,NA,"cubic","picea sitchensis","net photosynthesis rate",24.3311241542568,"terrestrial","neah bay, washington, usa"
71,11.9419823626389,13.929754387307,NA,NA,"quadratic","picea sitchensis","net photosynthesis rate",11.7256229588602,"terrestrial","neah bay, washington, usa"
72,16.364939151913,18.2510811887043,NA,NA,"quadratic","picea sitchensis","net photosynthesis rate",16.1485797481343,"terrestrial","neah bay, washington, usa"
73,-13.2863035033628,-Inf,NA,-249.283763076589,"cubic","picea sitchensis","net photosynthesis rate",-15.7411260588832,"terrestrial","neah bay, washington, usa"
74,18.4282430237683,14.9675271740535,NA,NA,"cubic","picea sitchensis","net photosynthesis rate",18.2118836199895,"terrestrial","neah bay, washington, usa"
75,10.185025277,4.05962668795217,NA,NA,"cubic","picea sitchensis","net photosynthesis rate",9.35206315391222,"terrestrial","neah bay, washington, usa"
76,14.7834130889566,11.5301228195825,NA,35.1166561792923,"cubic","vitis vinifera","net photosynthesis rate",15.5723113983015,"terrestrial","merbein, victoria, australia"
77,14.0657417421188,2.621340296754,NA,-5.63465598158036,"Schoolfield","vitis vinifera","net photosynthesis rate",13.8493823383401,"terrestrial","merbein, victoria, australia"
78,10.1368392398669,9.76853051356297,NA,NA,"cubic","quercus pubescens","net photosynthesis rate",8.57459088960334,"terrestrial","bern, switzerland"
79,9.22021258008016,-2.1884462675689,NA,NA,"cubic","quercus pubescens","net photosynthesis rate",10.009110889425,"terrestrial","bern, switzerland"
80,35.6853442992984,35.2319269060938,NA,43.7195403471186,"cubic","triticum sativum","net photosynthesis rate",35.4689848955196,"terrestrial","vancouver, british columbia, canada"
81,46.4278646131204,36.1057748533417,NA,47.6922625867248,"cubic","triticum sativum","net photosynthesis rate",46.2115052093416,"terrestrial","vancouver, british columbia, canada"
82,24.6702660744068,24.9499841200001,NA,17.2878661110939,"Schoolfield","solanum tuberosum","net photosynthesis rate",23.1080177241432,"terrestrial","madison, wisconsin, usa"
83,3.65305996729318,-9.58186294712928,NA,-18.6897723050047,"Schoolfield","coffea arabica","net photosynthesis rate",3.97082613401252,"terrestrial","nairobi, kenya"
84,-13.2573455009002,-22.66628493919,NA,-19.6085924996341,"cubic","coffea arabica","net photosynthesis rate",-12.4684471915553,"terrestrial","nairobi, kenya"
85,-4.25431338758233,-4.32308542572692,NA,NA,"cubic","picea engelmannii","net photosynthesis rate",-4.47067279136108,"terrestrial","carbondale, colorado, usa"
86,8.40282557783464,7.40044451236089,NA,NA,"cubic","populus tremuloides","net photosynthesis rate",6.84057722757104,"terrestrial","northen minnesota, usa"
87,25.0987961825043,24.8073063165868,18.6534380580507,27.7997911358565,"Briere","populus tremuloides","net photosynthesis rate",23.5365478322407,"terrestrial","northen minnesota, usa"
88,15.4758064153921,8.48798764154362,NA,NA,"cubic","betula papynfera","net photosynthesis rate",13.9135580651285,"terrestrial","northen minnesota, usa"
89,14.2284085607722,16.1514947873017,NA,NA,"quadratic","betula papynfera","net photosynthesis rate",12.6661602105086,"terrestrial","northen minnesota, usa"
90,18.0632481530433,20.0127610565808,17.9145785814651,NA,"Briere","larix laricina","net photosynthesis rate",16.5009998027797,"terrestrial","northen minnesota, usa"
91,22.8399729721621,24.7203091435014,22.6697971928678,NA,"Briere","larix laricina","net photosynthesis rate",21.2777246218985,"terrestrial","northen minnesota, usa"
92,15.5670325753817,8.01152716377252,NA,NA,"cubic","pinus banksiana","net photosynthesis rate",14.0047842251181,"terrestrial","northen minnesota, usa"
93,14.7903548567772,4.74638238153872,13.4937108616689,NA,"cubic","pinus banksiana","net photosynthesis rate",13.2281065065136,"terrestrial","northen minnesota, usa"
94,8.81185081745157,10.2822385086533,7.81740261853322,NA,"Briere","picea mariana","net photosynthesis rate",7.24960246718797,"terrestrial","northen minnesota, usa"
95,21.470794330223,19.2971444592483,19.7482997907042,NA,"cubic","picea mariana","net photosynthesis rate",19.9085459799594,"terrestrial","northen minnesota, usa"
96,32.738614741489,24.3316542295892,NA,NA,"cubic","populus tremuloides","net photosynthesis rate",31.1763663912254,"terrestrial","northen minnesota, usa"
97,48.8394894333126,39.6740626568834,48.7169267847203,NA,"cubic","populus tremuloides","net photosynthesis rate",47.277241083049,"terrestrial","northen minnesota, usa"
98,48.14469859175,49.9658705801565,NA,NA,"quadratic","betula papynfera","net photosynthesis rate",46.5824502414864,"terrestrial","northen minnesota, usa"
99,52.8828368031125,54.7156185885345,NA,NA,"quadratic","betula papynfera","net photosynthesis rate",51.3205884528489,"terrestrial","northen minnesota, usa"
100,33.4865932072629,29.4581306636721,NA,NA,"cubic","larix laricina","net photosynthesis rate",31.9243448569993,"terrestrial","northen minnesota, usa"
101,39.7982791073385,40.7255911412118,39.5306607234217,NA,"Briere","larix laricina","net photosynthesis rate",38.2360307570749,"terrestrial","northen minnesota, usa"
102,40.6233255484446,33.0126482009568,NA,NA,"cubic","pinus banksiana","net photosynthesis rate",39.061077198181,"terrestrial","northen minnesota, usa"
103,43.103866968243,44.0168669401627,42.9510868169672,44.8383284980737,"Briere","pinus banksiana","net photosynthesis rate",41.5416186179794,"terrestrial","northen minnesota, usa"
104,30.1720724715053,32.1611111517164,NA,31.7817661207484,"quadratic","picea mariana","net photosynthesis rate",28.6098241212417,"terrestrial","northen minnesota, usa"
105,45.4988780087647,22.90936134936,42.4219824425201,NA,"cubic","picea mariana","net photosynthesis rate",43.9366296585011,"terrestrial","northen minnesota, usa"
106,13.2862584745656,14.9901722934899,NA,15.5624944405516,"quadratic","glycine max","respiration rate",18.1617617740384,"terrestrial","des moines, ia., usa"
107,137.181507228976,131.847269730193,130.146856259259,131.58862381129,"Briere","glycine max","gross photosynthesis rate",140.959263145641,"terrestrial","des moines, ia., usa"
108,6.05841287336235,7.88004874480868,8.18098745700411,10.2000318149062,"quadratic","quercus canariensis","respiration rate",5.22545075027457,"terrestrial","ain drahem, northern tunisia"
109,16.3837750346017,12.7850233351412,18.287846250559,8.68878458740286,"Schoolfield","quercus canariensis","net photosynthesis rate",15.5508129115139,"terrestrial","ain drahem, northern tunisia"
110,-9.53139737870248,-14.6477248116138,NA,-16.9590402704592,"Schoolfield","sphagnum squarrosum","net photosynthesis rate",-9.74775678248123,"terrestrial","philip smith mountains, alaska"
111,-4.76418164594385,-11.1344143440303,NA,NA,"cubic","sphagnum squarrosum","respiration rate",-6.32642999620745,"terrestrial","philip smith mountains, alaska"
112,1.00289920298869,-6.18036929476355,NA,-0.0451021740929569,"cubic","sphagnum angustifolium","net photosynthesis rate",1.32066536970803,"terrestrial","philip smith mountains, alaska"
113,-17.4656540304654,-28.4934534820192,NA,-14.0493655730252,"cubic","sphagnum angustifolium","respiration rate",-18.2986161535532,"terrestrial","philip smith mountains, alaska"
114,-5.84792460565786,-16.6084675747341,5.38258428170466,-8.66714041776578,"cubic","sphagnum warnstorfii","net photosynthesis rate",-6.06428400943661,"terrestrial","philip smith mountains, alaska"
115,-4.54833128012835,-41.2522890998226,NA,NA,"cubic","sphagnum warnstorfii","respiration rate",-5.38129340321613,"terrestrial","philip smith mountains, alaska"
116,-9.50734529525039,-19.6373679273436,NA,NA,"cubic","agropyron smithii","net photosynthesis rate",-7.56771869609839,"terrestrial","colorado, usa"
117,5.1598023995477,-8.93728053356828,NA,2.48515935590207,"cubic","agropyron smithii","net photosynthesis rate",7.71603171800874,"terrestrial","colorado, usa"
118,5.73195342967834,-8.56838763208145,NA,-0.126246995645813,"cubic","agropyron smithii","net photosynthesis rate",8.28818274813937,"terrestrial","colorado, usa"
119,19.6504064596463,17.9490193755556,NA,NA,"cubic","nicotiana tabacum","net photosynthesis rate",18.0881581093827,"terrestrial","beijing, china"
120,9.36186766660176,10.8522351626075,15.0649279715096,9.40970820954707,"quadratic","nicotiana tabacum","net photosynthesis rate",7.79961931633816,"terrestrial","beijing, china"
121,16.0180515782671,14.71458272789,NA,15.0430105039923,"cubic","nicotiana tabacum","net photosynthesis rate",14.4558032280035,"terrestrial","beijing, china"
122,11.295218039759,12.352851369969,9.38816400838433,10.7626084475461,"Briere","nicotiana tabacum","net photosynthesis rate",9.73296968949543,"terrestrial","beijing, china"
123,13.3680679567653,14.1487229365422,3.17504317423471,12.2360578536935,"Briere","nicotiana tabacum","net photosynthesis rate",11.8058196065017,"terrestrial","beijing, china"
124,17.1096521822995,9.31073958910983,NA,NA,"cubic","nicotiana tabacum","net photosynthesis rate",15.5474038320359,"terrestrial","beijing, china"
125,19.817146454219,15.8798988321571,NA,NA,"cubic","nicotiana tabacum","net photosynthesis rate",18.2548981039554,"terrestrial","beijing, china"
126,14.56193158622,-4.85335431446681,7.78037376083032,-18.8679466325664,"Schoolfield","nicotiana tabacum","net photosynthesis rate",12.9996832359564,"terrestrial","beijing, china"
127,16.3383067944077,-6.43559436661567,NA,NA,"cubic","nicotiana tabacum","net photosynthesis rate",14.7760584441441,"terrestrial","beijing, china"
128,14.758969700741,12.3481450540325,-3.1448550503565,12.2836607164006,"Briere","nicotiana tabacum","net photosynthesis rate",13.1967213504774,"terrestrial","beijing, china"
129,6.6966037009672,5.10622703161342,12.7779058244139,2.66936579189108,"Schoolfield","nicotiana tabacum","net photosynthesis rate",5.1343553507036,"terrestrial","beijing, china"
130,-3.34909970265019,-344.294338121295,NA,-13.7358647922206,"cubic","nicotiana tabacum","net photosynthesis rate",-4.91134805291379,"terrestrial","beijing, china"
132,12.9899886706921,6.62149785333974,14.229172871098,NA,"cubic","pinus sylvestris","net photosynthesis rate",11.4277403204285,"terrestrial","finland"
133,12.8549053487059,12.9273508185334,14.0020397851146,NA,"quadratic","pinus sylvestris","net photosynthesis rate",11.2926569984423,"terrestrial","finland"
136,-Inf,NA,NA,NA,"quadratic","picea abies","net photosynthesis rate",-Inf,"terrestrial","finland"
137,-16.8169566213081,-15.6510815327969,-4.41779801991642,NA,"quadratic","picea abies","net photosynthesis rate",-18.3792049715717,"terrestrial","finland"
138,35.4997279255373,18.3282979366653,6.50515944575599,25.4540896160586,"Briere","gossypium hirsutum","net photosynthesis rate",35.2833685217586,"terrestrial","stanford, california, usa"
139,43.3656558636581,38.8665411838203,42.6969432676399,40.7493727706583,"cubic","geraea canescens","net photosynthesis rate",43.6834220303774,"terrestrial","death valley, california, usa"
140,68.2500820530572,57.6157970114076,57.6015495743869,55.6015571106491,"Schoolfield","geraea canescens","net photosynthesis rate",69.4604224250334,"terrestrial","death valley, california, usa"
141,52.8062359675642,43.4156416731145,41.1620776807419,44.5344817292247,"Briere","flaveria bidentis","net photosynthesis rate",53.1240021342836,"terrestrial","winnipeg, canada"
142,18.4091845061059,-11.0823054430002,NA,NA,"cubic","arabidopsis","net photosynthesis rate",21.499539395065,"terrestrial","urbana, illinois, usa"
143,25.5428774597764,20.8968000471225,19.6564390784265,24.6157749784431,"Briere","porphyra perforata","net photosynthesis rate",25.8606436264958,"marine","pacific grove, california, usa"
144,63.9832130033849,52.5417311957508,56.3612077596742,38.4298466956643,"Schoolfield","Koliella antarctica","gross photosynthesis rate",63.7668535996061,"marine","Terra Nova Bay, Ross Sea, Antarctica"
145,31.8471837505711,22.6076241182471,NA,24.1730061058949,"cubic","Koliella antarctica","respiration rate",31.6308243467924,"marine","Terra Nova Bay, Ross Sea, Antarctica"
146,42.2210130578734,41.9564479647995,NA,46.5349074054415,"cubic","Chlorella saccharophila","gross photosynthesis rate",42.0046536540946,"freshwater / terrestrial","Antelao glacier"
147,39.6613731174688,34.5929793155947,30.8570019667413,37.5037377129816,"Briere","Chlorella saccharophila","respiration rate",39.44501371369,"freshwater / terrestrial","Antelao glacier"
148,72.100748013238,60.0120484287474,44.4672557977248,NA,"Briere","Chlorella sorokiniana","gross photosynthesis rate",72.4185141799574,"freshwater / terrestrial","Culture collection of Algae and protozoa Cambridge University"
149,22.9056214843634,21.5694092247145,19.4908165826949,21.886765561294,"Briere","Chlorella sorokiniana","respiration rate",22.6892620805847,"freshwater / terrestrial","Culture collection of Algae and protozoa Cambridge University"
150,7.10289097266226,3.79782756742978,3.90546006935941,6.25139094021372,"cubic","Agave deserti","respiration rate",9.36268840250841,"terrestrial","Agave Hill, palm desert, california"
151,7.28429480903192,-3.37833026585229,-0.44380275478882,2.43042180004767,"cubic","Agave deserti","respiration rate",7.06793540525317,"terrestrial","Agave Hill, palm desert, california"
152,69.2375757920276,43.4804397232019,48.7708804725576,38.6434818861328,"Schoolfield","Agave deserti","respiration rate",71.7938051104886,"terrestrial","Agave Hill, palm desert, california"
153,57.3651973394909,40.659075848327,42.0695425515977,15.6084106549163,"Schoolfield","Agave deserti","respiration rate",58.9567784306844,"terrestrial","Agave Hill, palm desert, california"
154,75.280922738922,63.0554873979717,69.3794038404924,59.3810596214738,"Schoolfield","Agave deserti","respiration rate",78.1131235433309,"terrestrial","Agave Hill, palm desert, california"
155,57.2397687729968,47.4004353768044,NA,NA,"cubic","Agave deserti","respiration rate",59.7959980914578,"terrestrial","Agave Hill, palm desert, california"
156,141.34239304152,90.8526053994037,111.864734602652,88.6748381531636,"Schoolfield","Agave deserti","respiration rate",145.706562854953,"terrestrial","Agave Hill, palm desert, california"
157,141.11794425574,97.7652257213153,111.508404575372,101.171880171062,"cubic","Agave deserti","respiration rate",145.482114069173,"terrestrial","Agave Hill, palm desert, california"
158,24.7470136801473,20.174378947262,NA,23.6670140976895,"cubic","Carex aquatilis","net photosynthesis rate",25.0647798468667,"terrestrial","muskeg at Circle Hot Springs, Alaska"
159,29.7826837612664,30.9624061261204,NA,30.6620181424429,"quadratic","Carex aquatilis","net photosynthesis rate",30.5715820706112,"terrestrial","muskeg at Circle Hot Springs, Alaska"
160,33.0736166274171,15.0228496700416,NA,NA,"cubic","Carex aquatilis","net photosynthesis rate",33.3913827941364,"terrestrial","hot spring marsh at Circle Hot Springs, Alaska"
161,29.3988451102768,18.8038269256219,NA,23.1660316395851,"cubic","Carex aquatilis","net photosynthesis rate",30.1877434196217,"terrestrial","hot spring marsh at Circle Hot Springs"
162,25.3136315770265,27.3096774338588,NA,29.99311432437,"quadratic","Carex aquatilis","net photosynthesis rate",25.6313977437459,"terrestrial","alpine site near Boulder, Colorado"
163,20.1813180385378,21.2883127481067,NA,21.7046450488004,"quadratic","Carex aquatilis","net photosynthesis rate",20.4990842052571,"terrestrial","alpine site near Boulder, Colorado"
164,19.8403784643331,21.8399097461873,NA,16.6107961566737,"Schoolfield","Carex aquatilis","net photosynthesis rate",20.1581446310524,"terrestrial","subalpine near Boulder, Colorado"
165,13.9272992251819,15.8307482959019,NA,14.9610553954662,"quadratic","Carex aquatilis","net photosynthesis rate",14.7161975345268,"terrestrial","subalpine near Boulder, Colorado"
166,26.6763242004543,28.5977680992117,NA,26.6483905305374,"Schoolfield","Carex aquatilis","net photosynthesis rate",26.4599647966755,"terrestrial","muskeg ar Circle Hot Springs, Alaska"
167,45.9847658907556,32.8519637675602,NA,44.2805218700725,"cubic","Carex aquatilis","net photosynthesis rate",46.7736642001005,"terrestrial","muskeg ar Circle Hot Springs, Alaska"
168,27.2889176099818,27.3100621144537,NA,34.7939198461607,"quadratic","Carex aquatilis","net photosynthesis rate",27.6066837767011,"terrestrial","hot spring marsh at Circle Hot Springs, Alaska"
169,15.8798011888607,17.4056381410643,NA,9.18160457614528,"Schoolfield","Carex aquatilis","net photosynthesis rate",16.19756735558,"terrestrial","hot spring marsh at Circle Hot Springs"
170,24.2997754114907,4.85474207871117,NA,1.48279985545815,"Schoolfield","Carex aquatilis","net photosynthesis rate",24.083416007712,"terrestrial","alpine site near Boulder, Colorado"
171,24.4270347355821,8.71455287255944,NA,11.7320550032385,"cubic","Carex aquatilis","net photosynthesis rate",24.7448009023014,"terrestrial","alpine site near Boulder, Colorado"
172,28.7599837174359,20.624792622943,NA,18.01980980328,"Schoolfield","Carex aquatilis","net photosynthesis rate",28.5436243136571,"terrestrial","subalpine near Boulder, Colorado"
173,35.8933708745846,14.8256414558067,NA,26.5874755711057,"cubic","Carex aquatilis","net photosynthesis rate",36.211137041304,"terrestrial","subalpine near Boulder, Colorado"
174,30.5130551515125,28.5175426472048,NA,26.5672553711411,"Schoolfield","Acer saccharum","net photosynthesis rate",30.2966957477337,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire"
175,4.9981943038394,5.06382524489804,NA,12.3909060282621,"quadratic","Acer saccharum","net photosynthesis rate",4.78183490006065,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire"
176,12.0505902172743,9.95479043203431,NA,8.22317620822889,"Schoolfield","Acer saccharum","net photosynthesis rate",11.8342308134955,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire"
177,16.1330142955925,17.4271665612619,NA,22.0619894888089,"quadratic","Acer saccharum","net photosynthesis rate",15.9166548918138,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire"
178,4.56440093951163,-0.456274375429585,NA,8.35703909474962,"cubic","Acer saccharum","net photosynthesis rate",4.34804153573289,"terrestrial","hubbard brook, experimental forest, west thornton, new hampshire"
